Query_ID,Hit_ID,Hit_Description,Identity_%,Coverage_%,E_value,Confidence,AMR_Status
WP_000159631.1,gnl|BL_ORD_ID|317,gb|ABX54687.1|ARO:3002910|vanL [Enterococcus faecalis] ,35.9,98.6,5.86776e-69,Weak,Possible
WP_000159750.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000159787.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000159837.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000159865.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000159902.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000159960.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000160212.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000160304.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000160435.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000160456.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000160686.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000160859.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000160913.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000161299.1,gnl|BL_ORD_ID|1501,gb|AAG06942.1|ARO:3002985|arnA [Pseudomonas aeruginosa PAO1] ,29.26,100.0,5.70722e-45,Weak,Possible
WP_000161314.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000161358.1,gnl|BL_ORD_ID|756,gb|AHA41499.1|ARO:3002948|vanH_in_vanO_cl [Rhodococcus hoagii] ,32.52,98.19,3.00529e-53,Weak,Possible
WP_000161536.1,gnl|BL_ORD_ID|756,gb|AHA41499.1|ARO:3002948|vanH_in_vanO_cl [Rhodococcus hoagii] ,29.02,96.06,2.7233e-54,Weak,Possible
WP_000161661.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000161738.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000161829.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000161942.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000162661.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000162813.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000162881.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000163235.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000163283.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000163416.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000163431.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000163435.1,gnl|BL_ORD_ID|4509,gb|CAA53189.1|ARO:3000521|Saur_mupA_MUP [Staphylococcus aureus] ,99.61,100.0,0.0,Strong,Yes
WP_000163531.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000163627.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000163735.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000163809.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000163826.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000163988.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000164332.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000164421.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000164545.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000165536.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000166059.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000166801.1,gnl|BL_ORD_ID|165,gb|ABD30512.1|ARO:3000839|arlS [Staphylococcus aureus subsp. aureus NCTC 8325] ,100.0,100.0,0.0,Strong,Yes
WP_000166888.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000166917.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000167269.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000167314.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000167538.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000167867.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000167924.1,gnl|BL_ORD_ID|2336,gb|WP_102607457.1|ARO:3004361|sul4 [uncultured bacterium] ,39.78,102.62,1.4608e-48,Weak,Possible
WP_000167985.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000168845.1,gnl|BL_ORD_ID|1104,gb|AAF67494.2|ARO:3002522|novA [Streptomyces niveus] ,30.8,88.54,1.75573e-17,Weak,Possible
WP_000169042.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000169127.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000169220.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000169317.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000169584.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000170162.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000170403.1,gnl|BL_ORD_ID|1122,gb|AAL73129.1|ARO:3000616|mel [Streptococcus pyogenes] ,22.68,97.73,9.83393e-12,Weak,Possible
WP_000170610.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000171418.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000171648.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000171798.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000171859.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000171919.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000172342.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000172543.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000172939.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000173832.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000173869.1,gnl|BL_ORD_ID|2644,gb|ADZ12699.1|ARO:3005091|RanA [Riemerella anatipestifer RA-GD] ,26.23,90.04,1.91618e-21,Weak,Possible
WP_000173902.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000174053.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000174282.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000174578.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000175722.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000175746.1,gnl|BL_ORD_ID|1269,gb|AAO04716.1|ARO:3002865|dfrC [Staphylococcus epidermidis ATCC 12228] ,81.76,100.0,4.6723e-98,Strong,Yes
WP_000175846.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000176394.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000177464.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000178307.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000178881.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000179858.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000180230.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000180281.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000180411.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000180419.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000180461.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000180666.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000180991.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000181129.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000181322.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000181398.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000181404.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000181819.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000181832.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000182019.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000182215.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000182654.1,gnl|BL_ORD_ID|1920,gb|AAF01499.1|ARO:3000193|tet(T) [Streptococcus pyogenes] ,25.75,60.0,2.08929e-30,Weak,Possible
WP_000182751.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000182842.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000183378.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000183669.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000183726.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000183771.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000184227.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000184341.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000184370.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000184383.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000184398.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000184419.1,gnl|BL_ORD_ID|1812,gb|AAC36944.1|ARO:3003006|blt [Bacillus subtilis subsp. subtilis str. 168] ,22.96,48.64,4.56379e-09,Weak,Possible
WP_000184741.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000184947.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000185319.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000185671.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000185864.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000186029.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000186117.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000186134.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000186217.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000186313.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000186481.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000186933.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000190138.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000191092.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000191466.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000192137.1,gnl|BL_ORD_ID|1264,gb|ATC67679.1|ARO:3000838|arlR [Staphylococcus aureus subsp. aureus str. Newman] ,100.0,100.0,1.8311e-161,Strong,Yes
WP_000192168.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000192947.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000193707.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000193752.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000193898.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000195254.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000195794.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000195803.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000195907.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000196911.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000197019.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000197034.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000197273.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000197635.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000197806.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000197958.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000198504.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000198602.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000199070.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000200684.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000200948.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000201387.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000201638.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000201875.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000202037.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000202189.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000202389.1,gnl|BL_ORD_ID|930,gb|BAB36671.1|ARO:3000832|evgA [Escherichia coli O157:H7 str. Sakai] ,26.9,98.5,6.63516e-20,Weak,Possible
WP_000202439.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000204625.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000205106.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000205307.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000205572.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000206033.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000206108.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000206639.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000207105.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000207614.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000207845.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000208389.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000208414.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000208576.1,gnl|BL_ORD_ID|5992,gb|QUF57747.1|ARO:3009046|SFDC-1 [Serratia fonticola] ,23.8,79.32,1.40627e-19,Weak,Possible
WP_000208736.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000208915.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000209436.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000209565.1,gnl|BL_ORD_ID|314,gb|AAA99504.1|ARO:3002987|bcrA [Bacillus licheniformis] ,27.23,76.07,2.42609e-17,Weak,Possible
WP_000210828.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000211359.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000211543.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000211597.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000211676.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000213873.1,gnl|BL_ORD_ID|537,gb|KIX81495.1|ARO:3002813|lmrB [Bacillus subtilis] ,36.07,75.89,1.73496e-100,Weak,Possible
WP_000214075.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000214266.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000214557.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000214890.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000214898.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000215216.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000215236.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000215388.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000215595.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000215642.1,gnl|BL_ORD_ID|4780,gb|NP_217372.1|ARO:3007659|Rv2856 [Mycobacterium tuberculosis H37Rv] ,48.36,99.11,1.22619e-110,Strong,Yes
WP_000215724.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000216727.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000216853.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000216878.1,gnl|BL_ORD_ID|314,gb|AAA99504.1|ARO:3002987|bcrA [Bacillus licheniformis] ,34.12,85.77,1.3156e-33,Weak,Possible
WP_000216946.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000217466.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000217710.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000218091.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000219066.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000220938.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000221179.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000221958.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000222239.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000224622.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000225837.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000226108.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000226911.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000228666.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000229253.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000230173.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000230294.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000230358.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000231632.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000233526.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000234068.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000234728.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000235324.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000236397.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000236722.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000237518.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000238227.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000238236.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000238542.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000238664.1,gnl|BL_ORD_ID|1501,gb|AAG06942.1|ARO:3002985|arnA [Pseudomonas aeruginosa PAO1] ,36.9,44.68,5.12728e-11,Weak,Possible
WP_000239131.1,gnl|BL_ORD_ID|1337,gb|AAM09850.1|ARO:3002944|vanH_in_vanD_cl [Enterococcus faecium] ,29.75,99.06,8.19748e-29,Weak,Possible
WP_000239545.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000239610.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000239744.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000240058.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000240338.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000240580.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000240645.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000240662.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000240855.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000240920.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000241308.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000241351.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000241588.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000241602.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000243849.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000244278.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000244412.1,gnl|BL_ORD_ID|311,gb|AAD51347.1|ARO:3003067|smeS [Stenotrophomonas maltophilia] ,27.46,80.91,2.11292e-24,Weak,Possible
WP_000244865.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000245685.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000245895.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000246909.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000247465.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000248735.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000248839.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000249497.1,gnl|BL_ORD_ID|297,gb|AAR84672.1|ARO:3002925|vanR_in_vanF_cl [Paenibacillus popilliae ATCC 14706] ,34.8,101.34,7.41263e-45,Weak,Possible
WP_000249662.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000249804.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000249839.1,gnl|BL_ORD_ID|1088,gb|AAA86871.1|ARO:3002841|vatB [Staphylococcus aureus] ,39.34,25.52,1.83991e-11,Weak,Possible
WP_000250824.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000251253.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000253084.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000253765.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000255561.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000255586.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000256338.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000257598.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000257888.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000258003.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000258151.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000258650.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000258711.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000259692.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000259718.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000260118.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000260578.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000261115.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000262640.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000262704.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000264071.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000264751.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000265043.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000265252.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000265417.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000266096.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000266158.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000266883.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000267034.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000267247.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000268484.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000268754.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000269385.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000269923.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000271547.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000272069.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000272781.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000273253.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000273356.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000273371.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000273981.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000274029.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000274844.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000275730.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000276371.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000277415.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000277602.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000277652.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000277968.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000278010.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000278558.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000279374.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000279414.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000279926.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000280805.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000281658.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000282171.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000282187.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000282305.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000282388.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000283016.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000284431.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000284457.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000284752.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000285014.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000285450.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000286485.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000286875.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000287207.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000287265.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000287588.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000287917.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000289136.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000289213.1,gnl|BL_ORD_ID|133,gb|BAB41874.1|ARO:3000815|mgrA [Staphylococcus aureus subsp. aureus N315] ,34.51,95.95,2.7177e-23,Weak,Possible
WP_000290301.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000290400.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000290472.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000290485.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000290674.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000291415.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000291445.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000291481.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000291513.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000291518.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000291761.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000291842.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000301926.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000312763.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000323167.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000323455.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000331347.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000331763.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000332063.1,gnl|BL_ORD_ID|35,gb|AAL19308.1|ARO:3000504|golS [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2] ,28.68,52.44,8.40917e-10,Weak,Possible
WP_000334465.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000334518.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000335332.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000337364.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000338530.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000339146.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000340118.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000340475.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000342125.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000342185.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000342266.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000344142.1,No Hit,No AMR Match,0.0,0.0,-,None,No
